subject,category,question,options,correct,difficulty,source,id
General Knowledge,Unusual Facts,What was name of ship that brought Dracula to England?,"['Titanic', 'Demeter', 'Britannia', 'Lusitania']",1,Hard,"10,000 General Knowledge Questions",Q_0590
General Knowledge,Unusual Facts,PG Woodhouse books Bertie Wooster used what London Club?,"[""White's"", 'Drones', ""Boodle's"", ""Brooks's""]",1,Hard,"10,000 General Knowledge Questions",Q_0591
General Knowledge,Unusual Facts,Why would train spotter want to see number 4468?,"['First train', 'The Mallard record steam train', 'Last steam train', 'Royal train']",1,Hard,"10,000 General Knowledge Questions",Q_0592
General Knowledge,Unusual Facts,Tour de France what colour jersey best Hill Climber wear?,"['Yellow', 'Red Polka dot', 'Green', 'White']",1,Medium,"10,000 General Knowledge Questions",Q_0593
General Knowledge,Unusual Facts,What country had airline called Rottnest?,"['Germany', 'Australia', 'Canada', 'South Africa']",1,Hard,"10,000 General Knowledge Questions",Q_0594
General Knowledge,Unusual Facts,Fingal O'Flaherty Wills is better known as who?,"['George Bernard Shaw', 'Oscar Wilde', 'James Joyce', 'W.B. Yeats']",1,Hard,"10,000 General Knowledge Questions",Q_0595
General Knowledge,Unusual Facts,Britain's call it sellotape - What's brand name in Australia?,"['Scotch tape', 'Durex', 'Cellotape', 'Sticky tape']",1,Hard,"10,000 General Knowledge Questions",Q_0596
General Knowledge,Unusual Facts,John Dunlop developed pneumatic tyres - what profession?,"['Engineer', 'Vet', 'Doctor', 'Inventor']",1,Hard,"10,000 General Knowledge Questions",Q_0597
General Knowledge,Unusual Facts,Zoisite is semi precious stone - National stone which country?,"['Sweden', 'Norway', 'Finland', 'Denmark']",1,Hard,"10,000 General Knowledge Questions",Q_0598
General Knowledge,Unusual Facts,Thunderbirds boys were named after what theme?,"['Planets', 'Apollo Astronauts', 'Colors', 'Numbers']",1,Medium,"10,000 General Knowledge Questions",Q_0599
General Knowledge,Unusual Facts,Britain's most dangerous job used to kill one person every 3 days?,"['Miner', 'Trawlerman', 'Steelworker', 'Construction']",1,Hard,"10,000 General Knowledge Questions",Q_0600
General Knowledge,Unusual Facts,What animal head appears on badge of RCMP?,"['Eagle', 'Bison', 'Wolf', 'Bear']",1,Hard,"10,000 General Knowledge Questions",Q_0601
General Knowledge,Unusual Facts,How - two thieves convicted 1984 executed Sudan Aug 1990?,"['Hanged', 'Crucified', 'Shot', 'Beheaded']",1,Hard,"10,000 General Knowledge Questions",Q_0602
General Knowledge,Chemistry,What does polyandric woman have more than one of?,"['Child', 'Husband', 'House', 'Job']",1,Hard,"10,000 General Knowledge Questions",Q_0603
General Knowledge,Geography,What is American equivalent of Irish Poteen?,"['Bourbon', 'Moonshine', 'Whiskey', 'Rum']",1,Medium,"10,000 General Knowledge Questions",Q_0604
General Knowledge,Crime,Barry Allen was alter ego of which DC comic superhero?,"['Superman', 'The Flash', 'Batman', 'Green Lantern']",1,Medium,"10,000 General Knowledge Questions",Q_0605
General Knowledge,Law,What common legal item literally means under penalty?,"['Warrant', 'Subpoena', 'Summons', 'Injunction']",1,Hard,"10,000 General Knowledge Questions",Q_0606
General Knowledge,History,Which Irish political party's name translates as we ourselves?,"['Fianna Fail', 'Sinn Fein', 'Fine Gael', 'Irish Republican']",1,Hard,"10,000 General Knowledge Questions",Q_0607
General Knowledge,Science,"What links Armenia, Georgia, Latvia and Moldavia?","['NATO', 'USSR', 'Warsaw Pact', 'Comecon']",1,Medium,"10,000 General Knowledge Questions",Q_0608
Chemistry,Organic Chemistry,What is acid anhydride of sulfurous acid?,"['SO3', 'SO2', 'H2SO3', 'H2SO4']",1,Hard,Science Bowl Chemistry,Q_0609
Chemistry,Vitamins,What is Vitamin name for Ascorbic acid?,"['Vitamin A', 'Vitamin C', 'Vitamin D', 'Vitamin E']",1,Easy,Science Bowl Chemistry,Q_0610
Chemistry,Vitamins,Retinol is common name for what vitamin?,"['Vitamin A', 'Vitamin B', 'Vitamin C', 'Vitamin D']",0,Medium,Science Bowl Chemistry,Q_0611
Chemistry,Vitamins,Tocopherol is name of what vitamin?,"['Vitamin C', 'Vitamin E', 'Vitamin K', 'Vitamin B12']",1,Hard,Science Bowl Chemistry,Q_0612
Chemistry,Vitamins,Calciferol is common name of what vitamin?,"['Vitamin C', 'Vitamin D', 'Vitamin A', 'Vitamin K']",1,Hard,Science Bowl Chemistry,Q_0613
Chemistry,Biochemistry,In what vitamin would retinoic acid be found?,"['Vitamin A', 'Vitamin C', 'Vitamin E', 'Vitamin K']",0,Hard,Science Bowl Chemistry,Q_0614
Chemistry,Energy,How many joules required to raise 1g water from 24°C to 25°C?,"['4.18 Joules', '1 Joule', '10 Joules', '100 Joules']",0,Medium,Science Bowl Chemistry,Q_0615
Chemistry,IUPAC Names,What is IUPAC name for shortest alcohol?,"['Ethanol', 'Methanol', 'Propanol', 'Butanol']",1,Easy,Science Bowl Chemistry,Q_0616
Chemistry,Polymers,Leaf and garbage disposal bags usually made from what polymer?,"['PVC', 'Polyethylene', 'Polystyrene', 'Nylon']",1,Medium,Science Bowl Chemistry,Q_0617
Chemistry,Polymers,What is chemical name of nonstick coating on cookware?,"['Teflon', 'Polytetrafluoroethylene', 'Silicone', 'Ceramic']",1,Hard,Science Bowl Chemistry,Q_0618
Chemistry,Solubility,Which group of compounds most soluble in water?,"['Alkanes', 'Alcohols', 'Aldehydes', 'Alkenes']",1,Medium,Science Bowl Chemistry,Q_0619
Chemistry,Organic Chemistry,Name compound formed when hydroxyl group attached to phenyl group.,"['Benzene', 'Phenol', 'Toluene', 'Aniline']",1,Medium,Science Bowl Chemistry,Q_0620
Chemistry,Organic Chemistry,What is formula for organic compound cyclobutene?,"['C4H8', 'C4H6', 'C4H10', 'C4H4']",1,Hard,Science Bowl Chemistry,Q_0621
Chemistry,Organic Chemistry,Give EMPIRICAL formula for organic compound cyclopentene.,"['C5H10', 'C5H8', 'C5H6', 'C5H12']",1,Hard,Science Bowl Chemistry,Q_0622
Chemistry,Metallurgy,Why is calcium carbonate added to iron oxide ore reduction?,"['Acts as oxidizing agent', 'Removes silicate waste products', 'Acts as reducing agent', 'Removes sulfur']",1,Hard,Science Bowl Chemistry,Q_0623
Chemistry,Organic Chemistry,Which ester isoamyl isovalerate produces what odor?,"['Bananas', 'Apples', 'Cherries', 'Strawberries']",1,Hard,Science Bowl Chemistry,Q_0624
Chemistry,Acid Chemistry,"When concentrated sulfuric acid heated, what substance results?","['SO3', 'Pyrosulfuric acid', 'H2O', 'HSO4']",1,Hard,Science Bowl Chemistry,Q_0625
Chemistry,Minerals,How many oxygen atoms in one formula unit of magnetite?,"['Two', 'Four', 'Six', 'Eight']",1,Hard,Science Bowl Chemistry,Q_0626
Chemistry,Biochemistry,What name given to bond linking amino group to carboxyl group?,"['Ionic bond', 'Peptide bond', 'Hydrogen bond', 'Covalent bond']",1,Medium,Science Bowl Chemistry,Q_0627
Chemistry,Neutralization,Which substance best to neutralize aqueous Sodium Hydroxide?,"['Sodium carbonate', 'Silicon dioxide', 'Aluminum oxide', 'Phosphorus pentoxide']",3,Hard,Science Bowl Chemistry,Q_0628
Current Affairs,Space Technology,India plans to establish Bharatiya Antariksh Station by which year?,"['2030', '2035', '2040', '2050']",1,Medium,6-Month Current Affairs 2025,Q_0629
Current Affairs,Space Technology,India plans crewed Moon mission by which year?,"['2035', '2040', '2045', '2050']",1,Medium,6-Month Current Affairs 2025,Q_0630
Current Affairs,Politics,Who is NDA's candidate for Vice Presidential Election 2025?,"['CP Radhakrishnan', 'B. Sudershan Reddy', 'M. Venkaiah Naidu', 'Jagdeep Dhankhar']",0,Hard,6-Month Current Affairs 2025,Q_0631
Current Affairs,Politics,INDIA Bloc named which Justice as Vice Presidential candidate?,"['CP Radhakrishnan', 'Justice B. Sudershan Reddy', 'Justice Y.V. Chandrachud', 'Justice N.V. Ramana']",1,Hard,6-Month Current Affairs 2025,Q_0632
Current Affairs,International Relations,Trump-Putin summit August 2025 primarily focused on which issue?,"['Trade war', 'Ukraine-Russia Conflict', 'Climate change', 'Nuclear arms']",1,Medium,6-Month Current Affairs 2025,Q_0633
Current Affairs,Sports,Who will lead India in 2025 Asia Cup T20 tournament?,"['Virat Kohli', 'Suryakumar Yadav', 'Rohit Sharma', 'Hardik Pandya']",1,Medium,6-Month Current Affairs 2025,Q_0634
Current Affairs,Transportation,Which railway project brought first freight train to Kashmir Valley?,"['Kashmir Railway', 'Udhampur-Srinagar-Baramulla Rail Link', 'Jammu-Kashmir Express', 'Valley Connection']",1,Hard,6-Month Current Affairs 2025,Q_0635
Current Affairs,Energy,Where was India's first Make-in-India Green Hydrogen Plant inaugurated?,"['Mumbai Port', 'Deendayal Port Authority Kandla', 'Chennai Port', 'Kochi Port']",1,Hard,6-Month Current Affairs 2025,Q_0636
Current Affairs,Festivals,When is World Sanskrit Day celebrated?,"['15 August', 'Shravana Purnima', '2 October', '14 November']",1,Medium,6-Month Current Affairs 2025,Q_0637
Current Affairs,Remembrance,Partition Horrors Remembrance Day is observed on which date?,"['15 August', '14 August', '26 January', '2 October']",1,Medium,6-Month Current Affairs 2025,Q_0638
Current Affairs,International Events,Which city proposed as lead host for 2030 Commonwealth Games in India's bid?,"['New Delhi', 'Ahmedabad', 'Mumbai', 'Bangalore']",1,Hard,6-Month Current Affairs 2025,Q_0639
Current Affairs,Employment,Women's employment rate in India nearly doubled since which year?,"['2014-15', '2017-18', '2016-17', '2018-19']",1,Medium,6-Month Current Affairs 2025,Q_0640
Current Affairs,Security Appointments,Who was appointed Deputy National Security Advisor in Aug 2025?,"['Anish Dayal Singh', 'TV Ravichandran', 'Ajit Doval', 'Pankaj Saran']",0,Hard,6-Month Current Affairs 2025,Q_0641
Current Affairs,Solar Energy,India achieved how much GW Solar PV Module Manufacturing Capacity?,"['75 GW', '100 GW', '125 GW', '150 GW']",1,Medium,6-Month Current Affairs 2025,Q_0642
Current Affairs,Diplomacy,Who was appointed as new High Commissioner to Canada in Aug 2025?,"['Sanjay Kumar Verma', 'Dinesh K Patnaik', 'Vikram Misri', 'Taranjit Sandhu']",1,Hard,6-Month Current Affairs 2025,Q_0643
Current Affairs,PM Tours,PM Modi's two-nation tour Aug-Sep 2025 covers which countries?,"['Japan & China', 'USA & UK', 'Russia & China', 'Germany & France']",0,Medium,6-Month Current Affairs 2025,Q_0644
Current Affairs,Trade Policy,India banned jute imports from Bangladesh except through which port?,"['Mumbai Port', 'Nhava Sheva Port', 'Chennai Port', 'Kolkata Port']",1,Hard,6-Month Current Affairs 2025,Q_0645
Current Affairs,Legislative,Parliament passed Income-Tax Bill 2025 as major overhaul of which Act?,"['1956 Act', '1961 Act', '1969 Act', '1973 Act']",1,Hard,6-Month Current Affairs 2025,Q_0646
Current Affairs,Maritime,Parliament passed which Bill in 2024 to boost India's Maritime Economy?,"['Shipping Bill 2024', 'Coastal Shipping Bill 2025', 'Marine Bill 2024', 'Port Development Bill']",1,Hard,6-Month Current Affairs 2025,Q_0647
Current Affairs,Agriculture,M.S. Swaminathan Centenary Conference honored whom?,"['Father of White Revolution', 'Father of Green Revolution', 'Father of Blue Revolution', 'Father of Agriculture']",1,Medium,6-Month Current Affairs 2025,Q_0648
General Knowledge,Science,What digit does not exist in Roman Numerals?,"['Zero', 'One', 'Five', 'Ten']",0,Easy,"10,000 General Knowledge Questions",Q_0649
General Knowledge,Science,What is radius of imaginary shell around atom called?,"['Atomic radius', 'Van der Waals radius', 'Ionic radius', 'Covalent radius']",1,Hard,"10,000 General Knowledge Questions",Q_0650
General Knowledge,Science,"List atoms in order of increasing electron affinity: oxygen, boron, fluorine.","['Boron, Oxygen, Fluorine', 'Fluorine, Oxygen, Boron', 'Oxygen, Boron, Fluorine', 'Boron, Fluorine, Oxygen']",0,Hard,"10,000 General Knowledge Questions",Q_0651
General Knowledge,American History,J. Willard Gibbs first proposed which free energy function?,"['Function F', 'Function G', 'Function H', 'Function S']",1,Hard,"10,000 General Knowledge Questions",Q_0652
General Knowledge,Science,What is volume occupied by one mole of gas under standard conditions called?,"['Standard volume', 'Molar volume', 'Gas constant', 'Avogadro volume']",1,Medium,"10,000 General Knowledge Questions",Q_0653
General Knowledge,Chemistry,What compound is main component of Epsom salts?,"['Sodium chloride', 'Magnesium sulfate heptahydrate', 'Calcium carbonate', 'Potassium nitrate']",1,Medium,"10,000 General Knowledge Questions",Q_0654
General Knowledge,Etymology,Which element was named for Satan or the devil?,"['Sulfur', 'Nickel', 'Antimony', 'Arsenic']",1,Hard,"10,000 General Knowledge Questions",Q_0655
General Knowledge,Chemistry,Aromatic compounds are generally derived from what substance?,"['Methane', 'Benzene', 'Ethane', 'Propane']",1,Medium,"10,000 General Knowledge Questions",Q_0656
General Knowledge,Chemistry,What is Latin name for Silver?,"['Argentum', 'Aurum', 'Plumbum', 'Ferrum']",0,Medium,"10,000 General Knowledge Questions",Q_0657
General Knowledge,Chemistry,What is Latin name for Tungsten?,"['Wolframium', 'Wolfram', 'Tungstenum', 'Wolframite']",1,Hard,"10,000 General Knowledge Questions",Q_0658
General Knowledge,Chemistry,"Give name and atomic number of element in same column as selenium, clear odorless gas, essential in burning.","['Oxygen, 8', 'Nitrogen, 7', 'Sulfur, 16', 'Carbon, 6']",0,Medium,"10,000 General Knowledge Questions",Q_0659
General Knowledge,Chemistry,Which chemical compound is important aromatic hydrocarbon?,"['Methane', 'Ethane', 'Benzene', 'Propyne']",2,Easy,"10,000 General Knowledge Questions",Q_0660
General Knowledge,Chemistry,"In 2-butene, which bond prevents rotation?","['Ionic bond', 'Sigma bond', 'Strong bond', 'Double bond']",3,Medium,"10,000 General Knowledge Questions",Q_0661
General Knowledge,Chemistry,"In 1962, Neil Bartlett first synthesized what type of compound?","['Organic compound', 'Xenon compound', 'Radioactive compound', 'Synthetic element']",1,Hard,"10,000 General Knowledge Questions",Q_0662
General Knowledge,Geography,What country launched its first space rocket January 1961?,"['USSR', 'Italy', 'France', 'UK']",1,Hard,"10,000 General Knowledge Questions",Q_0663
General Knowledge,Geography,What have Jan Zajic and Quang Duc got in common?,"['Both inventors', 'Self Immolation', 'Both writers', 'Both athletes']",1,Hard,"10,000 General Knowledge Questions",Q_0664
General Knowledge,Technology,"In 1962 - cost 20,000 - size of small suitcase - what?","['Television', 'Portable computer', 'Radio', 'Telephone']",1,Hard,"10,000 General Knowledge Questions",Q_0665
General Knowledge,Food,In France what is Framboise?,"['Strawberry', 'Raspberry', 'Blackberry', 'Cherry']",1,Medium,"10,000 General Knowledge Questions",Q_0666
General Knowledge,Sports,What held up Cricket test Match between England Pakistan?,"['Rain', 'Mouse on pitch', 'Protest', 'Equipment failure']",1,Hard,"10,000 General Knowledge Questions",Q_0667
General Knowledge,Education,What was banned from New York schools in 1962?,"['Uniforms', 'Reading of Prayers', 'Smoking', 'Gum chewing']",1,Medium,"10,000 General Knowledge Questions",Q_0668
General Knowledge,Music,How to Handle a Woman came from which stage musical?,"['My Fair Lady', 'Camelot', 'Oklahoma', 'South Pacific']",1,Hard,"10,000 General Knowledge Questions",Q_0669
General Knowledge,TV Shows,James Drury starred in which TV western series?,"['Bonanza', 'The Virginian', 'Gunsmoke', 'Rawhide']",1,Hard,"10,000 General Knowledge Questions",Q_0670
General Knowledge,Music,Who had hit with song Loco-Motion?,"['The Crystals', 'Little Eva', 'The Ronettes', 'The Shirelles']",1,Hard,"10,000 General Knowledge Questions",Q_0671
General Knowledge,Sports,Who won Tour de France 4 times 1961 to 1964?,"['Eddie Merckx', 'Jacques Anquetil', 'Bernard Hinault', 'Miguel Indurain']",1,Hard,"10,000 General Knowledge Questions",Q_0672
General Knowledge,Technology,What new domestic device was launched by Hoover in 1963?,"['Vacuum cleaner', 'Steam Iron', 'Washing machine', 'Dishwasher']",1,Hard,"10,000 General Knowledge Questions",Q_0673
General Knowledge,Space,What was Soviet Vostok 3 space flight first to do?,"['Land on moon', 'Send back TV pictures', 'Orbit Earth', 'Carry woman']",1,Hard,"10,000 General Knowledge Questions",Q_0674
General Knowledge,International,What was first country to leave United Nations?,"['Yugoslavia', 'Indonesia', 'South Africa', 'Taiwan']",1,Hard,"10,000 General Knowledge Questions",Q_0675
General Knowledge,Advertising,What whisky brand was advertised with two terrier dogs?,"['Johnnie Walker', 'Black & White', 'Chivas Regal', ""Dewar's""]",1,Hard,"10,000 General Knowledge Questions",Q_0676
General Knowledge,Sports,Dorothy Cavis-Brown made news at Wimbledon - why?,"['First woman umpire', 'Lineswoman slept in chair', 'Youngest player', 'Oldest competitor']",1,Hard,"10,000 General Knowledge Questions",Q_0677
General Knowledge,Music Industry,What did Musician Union ban on TV in 1966?,"['Live performances', 'Artists miming to records', 'Music videos', 'Commercials']",1,Hard,"10,000 General Knowledge Questions",Q_0678
General Knowledge,Mystery,What job did Agatha Christie's husband do?,"['Doctor', 'Archaeologist', 'Lawyer', 'Teacher']",1,Medium,"10,000 General Knowledge Questions",Q_0679
General Knowledge,International,Britain Ireland and what country joined EEC simultaneously?,"['Norway', 'Denmark', 'Sweden', 'Finland']",1,Hard,"10,000 General Knowledge Questions",Q_0680
General Knowledge,Cooking,Who was Cuisine Minceur designed for?,"['Children', 'Slimmers', 'Athletes', 'Elderly']",1,Hard,"10,000 General Knowledge Questions",Q_0681
General Knowledge,Social History,French riot police ordered to Rivera to deal with what?,"['Student protests', 'Hundreds topless women', 'Labor strikes', 'Tourist riots']",1,Hard,"10,000 General Knowledge Questions",Q_0682
General Knowledge,Music,Who recorded Album In Through the Out Door?,"['Pink Floyd', 'Led Zeppelin', 'The Who', 'Deep Purple']",1,Medium,"10,000 General Knowledge Questions",Q_0683
General Knowledge,Aviation,Jan 21 1976 What linked Bahrain and Rio de Janeiro?,"['First commercial flight', '1st Concord passenger destinations', 'Twin cities agreement', 'Oil discovery']",1,Hard,"10,000 General Knowledge Questions",Q_0684
General Knowledge,Social History,In 60s Yellow Golliwog worn by girl symbolised what?,"['Peace protest', 'Proud of non virginity', 'Fashion statement', 'Political statement']",1,Hard,"10,000 General Knowledge Questions",Q_0685
General Knowledge,Sports History,When did first Durand Cup take place?,"['1888', '1890', '1895', '1900']",0,Hard,General Knowledge Collection,Q_0686
General Knowledge,Sports,Durand Cup is oldest football tournament in Asia and what rank in world?,"['Third oldest', 'Fifth oldest', 'Seventh oldest', 'Tenth oldest']",1,Hard,General Knowledge Collection,Q_0687
General Knowledge,Card Games,In which card game would you 'go bust' at 22?,"['Poker', 'Blackjack', 'Bridge', 'Rummy']",1,Easy,General Knowledge Collection,Q_0688
General Knowledge,Olympics,In which year were women first allowed to compete in Olympics?,"['1896', '1900', '1904', '1912']",1,Medium,General Knowledge Collection,Q_0689
General Knowledge,Chess,How many squares are there on a chess board?,"['64', '81', '100', '144']",0,Easy,General Knowledge Collection,Q_0690
General Knowledge,Tennis,What does 'love' mean in tennis?,"['Zero', 'Fifteen', 'Game point', 'Match point']",0,Easy,General Knowledge Collection,Q_0691
General Knowledge,Football,How many players are there in a football team on field?,"['10', '11', '12', '13']",1,Easy,General Knowledge Collection,Q_0692
General Knowledge,Cricket,What is maximum number of overs in T20 cricket per team?,"['15', '20', '25', '30']",1,Easy,General Knowledge Collection,Q_0693
General Knowledge,Basketball,How many players are on basketball court per team?,"['4', '5', '6', '7']",1,Easy,General Knowledge Collection,Q_0694
General Knowledge,Hockey,How many players are on hockey field per team?,"['9', '10', '11', '12']",2,Medium,General Knowledge Collection,Q_0695
General Knowledge,Biology,What is study of birds called?,"['Zoology', 'Ornithology', 'Entomology', 'Ichthyology']",1,Medium,General Knowledge Collection,Q_0696
General Knowledge,Biology,What is study of insects called?,"['Zoology', 'Ornithology', 'Entomology', 'Botany']",2,Medium,General Knowledge Collection,Q_0697
General Knowledge,Physics,What is unit of electric current?,"['Volt', 'Ampere', 'Ohm', 'Watt']",1,Easy,General Knowledge Collection,Q_0698
General Knowledge,Physics,What is unit of electrical resistance?,"['Volt', 'Ampere', 'Ohm', 'Watt']",2,Medium,General Knowledge Collection,Q_0699
General Knowledge,Physics,What is unit of power?,"['Joule', 'Newton', 'Watt', 'Pascal']",2,Easy,General Knowledge Collection,Q_0700
General Knowledge,Physics,What is unit of energy?,"['Joule', 'Newton', 'Watt', 'Pascal']",0,Medium,General Knowledge Collection,Q_0701
General Knowledge,Physics,What is unit of force?,"['Joule', 'Newton', 'Watt', 'Pascal']",1,Medium,General Knowledge Collection,Q_0702
General Knowledge,Chemistry,What is lightest chemical element?,"['Helium', 'Hydrogen', 'Lithium', 'Carbon']",1,Easy,General Knowledge Collection,Q_0703
General Knowledge,Chemistry,What is heaviest naturally occurring element?,"['Lead', 'Gold', 'Uranium', 'Plutonium']",2,Medium,General Knowledge Collection,Q_0704
General Knowledge,Astronomy,Which is closest star to Earth after Sun?,"['Sirius', 'Proxima Centauri', 'Alpha Centauri', 'Vega']",1,Hard,General Knowledge Collection,Q_0705
General Knowledge,Astronomy,How many planets are in our solar system?,"['7', '8', '9', '10']",1,Easy,General Knowledge Collection,Q_0706
General Knowledge,Astronomy,Which is largest planet in solar system?,"['Saturn', 'Jupiter', 'Neptune', 'Uranus']",1,Easy,General Knowledge Collection,Q_0707
General Knowledge,Astronomy,Which is smallest planet in solar system?,"['Mercury', 'Mars', 'Venus', 'Pluto']",0,Easy,General Knowledge Collection,Q_0708
General Knowledge,Biology,What is largest organ in human body?,"['Brain', 'Liver', 'Heart', 'Skin']",3,Medium,General Knowledge Collection,Q_0709
General Knowledge,Biology,How many bones are in adult human body?,"['200', '206', '210', '215']",1,Medium,General Knowledge Collection,Q_0710
General Knowledge,World Capitals,What is capital of Australia?,"['Sydney', 'Melbourne', 'Canberra', 'Perth']",2,Medium,General Knowledge Collection,Q_0711
General Knowledge,World Capitals,What is capital of Canada?,"['Toronto', 'Vancouver', 'Montreal', 'Ottawa']",3,Medium,General Knowledge Collection,Q_0712
General Knowledge,World Capitals,What is capital of Brazil?,"['Rio de Janeiro', 'São Paulo', 'Brasília', 'Salvador']",2,Medium,General Knowledge Collection,Q_0713
General Knowledge,World Capitals,What is capital of South Africa?,"['Johannesburg', 'Cape Town', 'Durban', 'Three capitals']",3,Hard,General Knowledge Collection,Q_0714
General Knowledge,Rivers,Which is longest river in world?,"['Amazon', 'Nile', 'Mississippi', 'Yangtze']",1,Medium,General Knowledge Collection,Q_0715
General Knowledge,Mountains,What is highest mountain in world?,"['K2', 'Mount Everest', 'Kangchenjunga', 'Lhotse']",1,Easy,General Knowledge Collection,Q_0716
General Knowledge,Oceans,Which is largest ocean?,"['Atlantic', 'Pacific', 'Indian', 'Arctic']",1,Easy,General Knowledge Collection,Q_0717
General Knowledge,Countries,Which is largest country by area?,"['Canada', 'China', 'USA', 'Russia']",3,Easy,General Knowledge Collection,Q_0718
General Knowledge,Countries,Which is most populous country?,"['India', 'China', 'USA', 'Indonesia']",0,Easy,General Knowledge Collection,Q_0719
General Knowledge,Deserts,Which is largest desert in world?,"['Sahara', 'Antarctic Desert', 'Arabian', 'Gobi']",1,Medium,General Knowledge Collection,Q_0720
General Knowledge,World Wars,In which year did World War I start?,"['1912', '1914', '1916', '1918']",1,Easy,General Knowledge Collection,Q_0721
General Knowledge,World Wars,In which year did World War II end?,"['1943', '1944', '1945', '1946']",2,Easy,General Knowledge Collection,Q_0722
General Knowledge,Ancient History,Which ancient wonder of world still exists?,"['Hanging Gardens', 'Pyramids of Giza', 'Colossus of Rhodes', 'Lighthouse of Alexandria']",1,Medium,General Knowledge Collection,Q_0723
General Knowledge,Indian History,In which year did India gain independence?,"['1945', '1946', '1947', '1948']",2,Easy,General Knowledge Collection,Q_0724
General Knowledge,American History,Who was first President of United States?,"['Thomas Jefferson', 'George Washington', 'John Adams', 'Benjamin Franklin']",1,Easy,General Knowledge Collection,Q_0725
General Knowledge,French History,In which year did French Revolution begin?,"['1789', '1790', '1791', '1792']",0,Medium,General Knowledge Collection,Q_0726
General Knowledge,Russian History,In which year did Russian Revolution occur?,"['1915', '1916', '1917', '1918']",2,Medium,General Knowledge Collection,Q_0727
General Knowledge,Space History,Who was first person to walk on moon?,"['Buzz Aldrin', 'Neil Armstrong', 'Michael Collins', 'Yuri Gagarin']",1,Easy,General Knowledge Collection,Q_0728
General Knowledge,Exploration,Who discovered America in 1492?,"['Vasco da Gama', 'Christopher Columbus', 'Ferdinand Magellan', 'Marco Polo']",1,Easy,General Knowledge Collection,Q_0729
General Knowledge,Famous Paintings,Who painted Starry Night?,"['Picasso', 'Van Gogh', 'Monet', 'Da Vinci']",1,Medium,General Knowledge Collection,Q_0730
General Knowledge,Famous Paintings,Who painted The Last Supper?,"['Michelangelo', 'Leonardo da Vinci', 'Raphael', 'Donatello']",1,Easy,General Knowledge Collection,Q_0731
General Knowledge,Literature,Who wrote Romeo and Juliet?,"['Charles Dickens', 'William Shakespeare', 'Mark Twain', 'Jane Austen']",1,Easy,General Knowledge Collection,Q_0732
General Knowledge,Literature,Who wrote Pride and Prejudice?,"['Charlotte Bronte', 'Emily Bronte', 'Jane Austen', 'George Eliot']",2,Medium,General Knowledge Collection,Q_0733
General Knowledge,Literature,Who wrote 1984?,"['Aldous Huxley', 'George Orwell', 'Ray Bradbury', 'Kurt Vonnegut']",1,Easy,General Knowledge Collection,Q_0734
General Knowledge,Literature,Who wrote To Kill a Mockingbird?,"['Harper Lee', 'Toni Morrison', 'Maya Angelou', 'Alice Walker']",0,Medium,General Knowledge Collection,Q_0735
General Knowledge,Literature,Who wrote Great Expectations?,"['Charles Dickens', 'Thomas Hardy', 'Oscar Wilde', 'Lewis Carroll']",0,Medium,General Knowledge Collection,Q_0736
General Knowledge,Poetry,Who wrote The Canterbury Tales?,"['William Shakespeare', 'Geoffrey Chaucer', 'John Milton', 'Edmund Spenser']",1,Hard,General Knowledge Collection,Q_0737
General Knowledge,Music,How many strings does standard guitar have?,"['4', '5', '6', '7']",2,Easy,General Knowledge Collection,Q_0738
General Knowledge,Music,How many keys are on standard piano?,"['76', '82', '88', '94']",2,Medium,General Knowledge Collection,Q_0739
General Knowledge,Inventions,Who invented light bulb?,"['Nikola Tesla', 'Thomas Edison', 'Alexander Graham Bell', 'Benjamin Franklin']",1,Easy,General Knowledge Collection,Q_0740
General Knowledge,Inventions,Who invented telephone?,"['Thomas Edison', 'Alexander Graham Bell', 'Guglielmo Marconi', 'Samuel Morse']",1,Easy,General Knowledge Collection,Q_0741
General Knowledge,Technology,What does WWW stand for?,"['World Wide Web', 'World Wide Work', 'World Wide War', 'World Wide Wire']",0,Easy,General Knowledge Collection,Q_0742
General Knowledge,Technology,What does HTTP stand for?,"['HyperText Transfer Protocol', 'High Transfer Text Protocol', 'HyperText Transport Protocol', 'High Text Transfer Protocol']",0,Medium,General Knowledge Collection,Q_0743
General Knowledge,Computing,What does CPU stand for?,"['Central Processing Unit', 'Computer Processing Unit', 'Central Program Unit', 'Computer Program Unit']",0,Easy,General Knowledge Collection,Q_0744
General Knowledge,Computing,What does RAM stand for?,"['Read Access Memory', 'Random Access Memory', 'Rapid Access Memory', 'Real Access Memory']",1,Medium,General Knowledge Collection,Q_0745
General Knowledge,Internet,What does URL stand for?,"['Universal Resource Locator', 'Uniform Resource Locator', 'Universal Reference Link', 'Uniform Reference Link']",1,Medium,General Knowledge Collection,Q_0746
General Knowledge,Languages,Which language has most native speakers?,"['English', 'Mandarin Chinese', 'Spanish', 'Hindi']",1,Medium,General Knowledge Collection,Q_0747
General Knowledge,Languages,What is official language of Brazil?,"['Spanish', 'Portuguese', 'French', 'Italian']",1,Medium,General Knowledge Collection,Q_0748
General Knowledge,Currencies,What is currency of Japan?,"['Yuan', 'Won', 'Yen', 'Rupiah']",2,Easy,General Knowledge Collection,Q_0749
